Name,Href,Birthday,Debut,Position,Team
Jake Brentz,/players/b/brentja01.shtml,"['September 14', '1994']","['\n    April 3, 2021\n    ']",['\n    Pitcher\n  \n'],['Kansas City Royals']
Colten Brewer,/players/b/breweco01.shtml,"['October 29', '1992']","['\n    April 12, 2018\n    ']",['\n    Pitcher\n  \n'],['Chicago Cubs']
Austin Brice,/players/b/briceau01.shtml,"['June 19', '1992']","['\n    August 12, 2016\n    ']",['\n    Pitcher\n  \n'],[]
Jonah Bride,/players/b/bridejo01.shtml,"['December 27', '1995']","['\n    June 14, 2022\n    ']","['\n    Third Baseman, Second Baseman and First Baseman\n  \n']",['Miami Marlins']
Beau Brieske,/players/b/briesbe01.shtml,"['April 4', '1998']","['\n    April 23, 2022\n    ']",['\n    Pitcher\n  \n'],['Detroit Tigers']
Jeff Brigham,/players/b/brighje01.shtml,"['February 16', '1992']","['\n    September 2, 2018\n    ']",['\n    Pitcher\n  \n'],['Minnesota Twins']
Jhony Brito,/players/b/britojh01.shtml,"['February 17', '1998']","['\n    April 2, 2023\n    ']",['\n    Pitcher\n  \n'],['San Diego Padres']
Connor Brogdon,/players/b/brogdco01.shtml,"['January 29', '1995']","['\n    August 13, 2020\n    ']",['\n    Pitcher\n  \n'],['Los Angeles Dodgers']
Aaron Brooks,/players/b/brookaa01.shtml,"['April 27', '1990']","['\n    May 3, 2014\n    ']",['\n    Pitcher\n  \n'],['Oakland Athletics']
Mike Brosseau,/players/b/brossmi01.shtml,"['March 15', '1994']","['\n    June 23, 2019\n    ']","['\n    Third Baseman, Second Baseman and First Baseman\n  \n']",['Kansas City Royals']
Ben Brown,/players/b/brownbe02.shtml,"['September 9', '1999']",[],['\n    Pitcher\n  \n'],['Chicago Cubs']
Hunter Brown,/players/b/brownhu01.shtml,"['August 29', '1998']","['\n    September 5, 2022\n    ']",['\n    Pitcher\n  \n'],['Houston Astros']
Seth Brown,/players/b/brownse01.shtml,"['July 13', '1992']","['\n    August 26, 2019\n    ']",['\n    Outfielder and First Baseman\n  \n'],['Oakland Athletics']
JT Brubaker,/players/b/brubajt01.shtml,"['November 17', '1993']","['\n    July 26, 2020\n    ']",['\n    Pitcher\n  \n'],['New York Yankees']
Justin Bruihl,/players/b/bruihju01.shtml,"['June 26', '1997']","['\n    August 8, 2021\n    ']",['\n    Pitcher\n  \n'],['Cincinnati Reds']
Vidal Bruján,/players/b/brujavi01.shtml,"['February 9', '1998']","['\n    July 7, 2021\n    ']","['\n    Second Baseman, Rightfielder and Shortstop\n  \n']",['Miami Marlins']
Kris Bryant,/players/b/bryankr01.shtml,"['January 4', '1992']","['\n    April 17, 2015\n    ']","['\n    Third Baseman, Outfielder and First Baseman\n  \n']",['Colorado Rockies']
Kris Bubic,/players/b/bubickr01.shtml,"['August 19', '1997']","['\n    July 31, 2020\n    ']",['\n    Pitcher\n  \n'],['Kansas City Royals']
David Buchanan,/players/b/buchada01.shtml,"['May 11', '1989']","['\n    May 24, 2014\n    ']",['\n    Pitcher\n  \n'],['Philadelphia Phillies']
Walker Buehler,/players/b/buehlwa01.shtml,"['July 28', '1994']","['\n    September 7, 2017\n    ']",['\n    Pitcher\n  \n'],['Los Angeles Dodgers']
JB Bukauskas,/players/b/bukaujb01.shtml,"['October 11', '1996']","['\n    April 20, 2021\n    ']",['\n    Pitcher\n  \n'],['Milwaukee Brewers']
Aaron Bummer,/players/b/bummeaa01.shtml,"['September 21', '1993']","['\n    July 27, 2017\n    ']",['\n    Pitcher\n  \n'],['Atlanta Braves']
Nick Burdi,/players/b/burdini01.shtml,"['January 19', '1993']","['\n    September 11, 2018\n    ']",['\n    Pitcher\n  \n'],['New York Yankees']
Peyton Burdick,/players/b/burdipe01.shtml,"['February 26', '1997']","['\n    August 5, 2022\n    ']",['\n    Outfielder\n  \n'],['Baltimore Orioles']
Jake Burger,/players/b/burgeja01.shtml,"['April 10', '1996']","['\n    July 2, 2021\n    ']","['\n    Third Baseman, First Baseman and Second Baseman\n  \n']",['Miami Marlins']
Brock Burke,/players/b/burkebr01.shtml,"['August 4', '1996']","['\n    August 20, 2019\n    ']",['\n    Pitcher\n  \n'],['Texas Rangers']
Alec Burleson,/players/b/burleal01.shtml,"['November 25', '1998']","['\n    September 8, 2022\n    ']","['\n    Outfielder, Designated Hitter and First Baseman\n  \n']",['St. Louis Cardinals']
Corbin Burnes,/players/b/burneco01.shtml,"['October 22', '1994']","['\n    July 10, 2018\n    ']",['\n    Pitcher\n  \n'],['Baltimore Orioles']
Ryan Burr,/players/b/burrry01.shtml,"['May 28', '1994']","['\n    August 23, 2018\n    ']",['\n    Pitcher\n  \n'],['Philadelphia Phillies']
Beau Burrows,/players/b/burrobe01.shtml,"['September 18', '1996']","['\n    July 27, 2020\n    ']",['\n    Pitcher\n  \n'],['Philadelphia Phillies']
Michael Busch,/players/b/buschmi02.shtml,"['November 9', '1997']","['\n    April 25, 2023\n    ']",['\n    First Baseman and Third Baseman\n  \n'],['Chicago Cubs']
Alan Busenitz,/players/b/busenal01.shtml,"['August 22', '1990']","['\n    June 17, 2017\n    ']",['\n    Pitcher\n  \n'],['Cincinnati Reds']
Lawrence Butler,/players/b/butlela01.shtml,"['July 10', '2000']","['\n    August 11, 2023\n    ']",['\n    Centerfielder\n  \n'],['Oakland Athletics']
José Buttó,/players/b/buttojo01.shtml,"['March 19', '1998']","['\n    August 21, 2022\n    ']",['\n    Pitcher\n  \n'],['New York Mets']
Ty Buttrey,/players/b/buttrty01.shtml,"['March 31', '1993']","['\n    August 16, 2018\n    ']",['\n    Pitcher\n  \n'],['Seattle Mariners']
Byron Buxton,/players/b/buxtoby01.shtml,"['December 18', '1993']","['\n    June 14, 2015\n    ']",['\n    Centerfielder\n  \n'],['Minnesota Twins']
José Caballero,/players/c/cabaljo01.shtml,"['August 30', '1996']","['\n    April 15, 2023\n    ']","['\n    Second Baseman, Shortstop and Third Baseman\n  \n']",['Tampa Bay Rays']
Trey Cabbage,/players/c/cabbatr01.shtml,"['May 3', '1997']","['\n    July 14, 2023\n    ']",['\n    Outfielder and First Baseman\n  \n'],['Houston Astros']
Edward Cabrera,/players/c/cabreed02.shtml,"['April 13', '1998']","['\n    August 25, 2021\n    ']",['\n    Pitcher\n  \n'],['Miami Marlins']
Génesis Cabrera,/players/c/cabrege01.shtml,"['October 10', '1996']","['\n    May 29, 2019\n    ']",['\n    Pitcher\n  \n'],['Toronto Blue Jays']
Oswaldo Cabrera,/players/c/cabreos01.shtml,"['March 1', '1999']","['\n    August 17, 2022\n    ']","['\n    Outfielder, Third Baseman and Shortstop\n  \n']",['New York Yankees']
Kelvin Caceres,/players/c/cacerke01.shtml,"['January 26', '2000']","['\n    September 27, 2023\n    ']",['\n    Pitcher\n  \n'],['Los Angeles Angels']
Willie Calhoun,/players/c/calhowi01.shtml,"['November 4', '1994']","['\n    September 12, 2017\n    ']",['\n    Leftfielder and Designated Hitter\n  \n'],['Los Angeles Angels']
Alex Call,/players/c/callal02.shtml,"['September 27', '1994']","['\n    July 11, 2022\n    ']",['\n    Outfielder\n  \n'],['Washington Nationals']
Blair Calvo,/players/c/calvobl01.shtml,"['February 27', '1996']","['\n    May 30, 2023\n    ']",['\n    Pitcher\n  \n'],['Detroit Tigers']
Daniel Camarena,/players/c/camarda01.shtml,"['November 9', '1992']","['\n    June 19, 2021\n    ']",['\n    Pitcher\n  \n'],['San Diego Padres']
Daz Cameron,/players/c/camerda01.shtml,"['January 15', '1997']","['\n    September 9, 2020\n    ']",['\n    Outfielder\n  \n'],['Oakland Athletics']
Junior Caminero,/players/c/caminju01.shtml,"['July 5', '2003']","['\n    September 23, 2023\n    ']","['\n    Third Baseman, Designated Hitter and Shortstop\n  \n']",['Tampa Bay Rays']
Isaiah Campbell,/players/c/campbis01.shtml,"['August 15', '1997']","['\n    July 7, 2023\n    ']",['\n    Pitcher\n  \n'],['Boston Red Sox']
Paul Campbell,/players/c/campbpa02.shtml,"['July 26', '1995']","['\n    April 3, 2021\n    ']",['\n    Pitcher\n  \n'],['Miami Marlins']
Luis Campusano,/players/c/campulu01.shtml,"['September 29', '1998']","['\n    September 4, 2020\n    ']",['\n    Catcher\n  \n'],['San Diego Padres']
Alexander Canario,/players/c/canaral01.shtml,"['May 7', '2000']","['\n    September 6, 2023\n    ']","['\n    Designated Hitter, Outfielder and Pinch Hitter\n  \n']",['Chicago Cubs']
Jeimer Candelario,/players/c/candeje01.shtml,"['November 24', '1993']","['\n    July 3, 2016\n    ']",['\n    Third Baseman and First Baseman\n  \n'],['Cincinnati Reds']
Mark Canha,/players/c/canhama01.shtml,"['February 15', '1989']","['\n    April 8, 2015\n    ']",['\n    Outfielder and First Baseman\n  \n'],['Detroit Tigers']
Griffin Canning,/players/c/cannigr01.shtml,"['May 11', '1996']","['\n    April 30, 2019\n    ']",['\n    Pitcher\n  \n'],['Los Angeles Angels']
Yennier Cano,/players/c/canoye01.shtml,"['March 9', '1994']","['\n    May 11, 2022\n    ']",['\n    Pitcher\n  \n'],['Baltimore Orioles']
Dominic Canzone,/players/c/canzodo01.shtml,"['August 16', '1997']","['\n    July 8, 2023\n    ']",['\n    Leftfielder\n  \n'],['Seattle Mariners']
Conner Capel,/players/c/capelco01.shtml,"['May 19', '1997']","['\n    June 27, 2022\n    ']",['\n    Rightfielder\n  \n'],['Cincinnati Reds']
Vinny Capra,/players/c/capravi01.shtml,"['July 7', '1996']","['\n    May 1, 2022\n    ']","['\n    Pinch Hitter, Second Baseman and Third Baseman\n  \n']",['Milwaukee Brewers']
Matt Carasiti,/players/c/carasma01.shtml,"['July 23', '1991']","['\n    August 12, 2016\n    ']",['\n    Pitcher\n  \n'],['Colorado Rockies']
Victor Caratini,/players/c/caratvi01.shtml,"['August 17', '1993']","['\n    June 28, 2017\n    ']",['\n    Catcher and First Baseman\n  \n'],['Houston Astros']
Dylan Carlson,/players/c/carlsdy01.shtml,"['October 23', '1998']","['\n    August 15, 2020\n    ']",['\n    Outfielder\n  \n'],['St. Louis Cardinals']
Drew Carlton,/players/c/carltdr01.shtml,"['September 8', '1995']","['\n    September 4, 2021\n    ']",['\n    Pitcher\n  \n'],['San Diego Padres']
Kerry Carpenter,/players/c/carpeke01.shtml,"['September 2', '1997']","['\n    August 10, 2022\n    ']",['\n    Rightfielder and Designated Hitter\n  \n'],['Detroit Tigers']
Matt Carpenter,/players/c/carpema01.shtml,"['November 26', '1985']","['\n    June 4, 2011\n    ']","['\n    Third Baseman, First Baseman and Second Baseman\n  \n']",['St. Louis Cardinals']
Ryan Carpenter,/players/c/carpery01.shtml,"['August 22', '1990']","['\n    April 1, 2018\n    ']",['\n    Pitcher\n  \n'],['San Diego Padres']
Carlos Carrasco,/players/c/carraca01.shtml,"['March 21', '1987']","['\n    September 1, 2009\n    ']",['\n    Pitcher\n  \n'],['Cleveland Guardians']
Corbin Carroll,/players/c/carroco02.shtml,"['August 21', '2000']","['\n    August 29, 2022\n    ']",['\n    Outfielder\n  \n'],['Arizona Diamondbacks']
Evan Carter,/players/c/carteev01.shtml,"['August 29', '2002']","['\n    September 8, 2023\n    ']",['\n    Leftfielder\n  \n'],['Texas Rangers']
Curt Casali,/players/c/casalcu01.shtml,"['November 9', '1988']","['\n    July 18, 2014\n    ']",['\n    Catcher and First Baseman\n  \n'],['Chicago Cubs']
Triston Casas,/players/c/casastr01.shtml,"['January 15', '2000']","['\n    September 4, 2022\n    ']",['\n    First Baseman\n  \n'],['Boston Red Sox']
Humberto Castellanos,/players/c/castehu01.shtml,"['April 3', '1998']","['\n    August 4, 2020\n    ']",['\n    Pitcher\n  \n'],['Arizona Diamondbacks']
Nick Castellanos,/players/c/casteni01.shtml,"['March 4', '1992']","['\n    September 1, 2013\n    ']",['\n    Rightfielder and Third Baseman\n  \n'],['Philadelphia Phillies']
Diego Castillo,/players/c/castidi01.shtml,"['January 18', '1994']","['\n    June 6, 2018\n    ']",['\n    Pitcher\n  \n'],['Minnesota Twins']
Diego Castillo,/players/c/castidi02.shtml,"['October 28', '1997']","['\n    April 7, 2022\n    ']","['\n    Shortstop, Second Baseman and Rightfielder\n  \n']",['Minnesota Twins']
José Castillo,/players/c/castijo03.shtml,"['January 10', '1996']","['\n    June 2, 2018\n    ']",['\n    Pitcher\n  \n'],['Arizona Diamondbacks']
Luis Castillo,/players/c/castilu02.shtml,"['December 12', '1992']","['\n    June 23, 2017\n    ']",['\n    Pitcher\n  \n'],['Seattle Mariners']
Max Castillo,/players/c/castima03.shtml,"['May 4', '1999']","['\n    June 19, 2022\n    ']",['\n    Pitcher\n  \n'],['Philadelphia Phillies']
Kervin Castro,/players/c/castrke01.shtml,"['February 7', '1999']","['\n    September 7, 2021\n    ']",['\n    Pitcher\n  \n'],['New York Yankees']
Miguel Castro,/players/c/castrmi01.shtml,"['December 24', '1994']","['\n    April 6, 2015\n    ']",['\n    Pitcher\n  \n'],['Arizona Diamondbacks']
Rodolfo Castro,/players/c/castrro01.shtml,"['May 21', '1999']","['\n    April 21, 2021\n    ']","['\n    Second Baseman, Shortstop and Third Baseman\n  \n']",['Philadelphia Phillies']
Willi Castro,/players/c/castrwi01.shtml,"['April 24', '1997']","['\n    August 24, 2019\n    ']","['\n    Outfielder, Second Baseman and Shortstop\n  \n']",['Minnesota Twins']
Cade Cavalli,/players/c/cavalca01.shtml,"['August 14', '1998']","['\n    August 26, 2022\n    ']",['\n    Pitcher\n  \n'],['Washington Nationals']
Jake Cave,/players/c/caveja01.shtml,"['December 4', '1992']","['\n    May 19, 2018\n    ']",['\n    Outfielder and First Baseman\n  \n'],['Colorado Rockies']
Dylan Cease,/players/c/ceasedy01.shtml,"['December 28', '1995']","['\n    July 3, 2019\n    ']",['\n    Pitcher\n  \n'],['San Diego Padres']
Slade Cecconi,/players/c/ceccosl01.shtml,"['June 24', '1999']","['\n    August 2, 2023\n    ']",['\n    Pitcher\n  \n'],['Arizona Diamondbacks']
Gilberto Celestino,/players/c/celesgi01.shtml,"['February 13', '1999']","['\n    June 2, 2021\n    ']",['\n    Centerfielder\n  \n'],['Pittsburgh Pirates']
Luis Cessa,/players/c/cessalu01.shtml,"['April 25', '1992']","['\n    April 8, 2016\n    ']",['\n    Pitcher\n  \n'],['Kansas City Royals']
Andrew Chafin,/players/c/chafian01.shtml,"['June 17', '1990']","['\n    August 13, 2014\n    ']",['\n    Pitcher\n  \n'],['Detroit Tigers']
Yu Chang,/players/c/changyu01.shtml,"['August 18', '1995']","['\n    June 28, 2019\n    ']","['\n    Shortstop, First Baseman and Second Baseman\n  \n']",['Tampa Bay Rays']
Aroldis Chapman,/players/c/chapmar01.shtml,"['February 28', '1988']","['\n    August 31, 2010\n    ']",['\n    Pitcher\n  \n'],['Pittsburgh Pirates']
Matt Chapman,/players/c/chapmma01.shtml,"['April 28', '1993']","['\n    June 15, 2017\n    ']",['\n    Third Baseman\n  \n'],['San Francisco Giants']
JT Chargois,/players/c/chargjt01.shtml,"['December 3', '1990']","['\n    June 11, 2016\n    ']",['\n    Pitcher\n  \n'],['Miami Marlins']
Tyler Chatwood,/players/c/chatwty01.shtml,"['December 16', '1989']","['\n    April 11, 2011\n    ']",['\n    Pitcher\n  \n'],['Arizona Diamondbacks']
Jesse Chavez,/players/c/chaveje01.shtml,"['August 21', '1983']","['\n    August 27, 2008\n    ']",['\n    Pitcher\n  \n'],['Atlanta Braves']
Michael Chavis,/players/c/chavimi01.shtml,"['August 11', '1995']","['\n    April 20, 2019\n    ']","['\n    First Baseman, Second Baseman and Third Baseman\n  \n']",['Seattle Mariners']
Yonny Chirinos,/players/c/chiriyo01.shtml,"['December 26', '1993']","['\n    April 1, 2018\n    ']",['\n    Pitcher\n  \n'],['Miami Marlins']
Jazz Chisholm Jr.,/players/c/chishja01.shtml,"['February 1', '1998']","['\n    September 1, 2020\n    ']","['\n    Second Baseman, Centerfielder and Shortstop\n  \n']",['Miami Marlins']
Jiman Choi,/players/c/choiji01.shtml,"['May 19', '1991']","['\n    April 5, 2016\n    ']",['\n    First Baseman and Leftfielder\n  \n'],['New York Mets']
Jackson Chourio,/players/c/chourja01.shtml,"['March 11', '2004']",[],['\n    Rightfielder\n  \n'],['Milwaukee Brewers']
Adam Cimber,/players/c/cimbead01.shtml,"['August 15', '1990']","['\n    March 29, 2018\n    ']",['\n    Pitcher\n  \n'],['Los Angeles Angels']
José Cisnero,/players/c/cisnejo01.shtml,"['April 11', '1989']","['\n    April 22, 2013\n    ']",['\n    Pitcher\n  \n'],['Los Angeles Angels']
Aaron Civale,/players/c/civalaa01.shtml,"['June 12', '1995']","['\n    June 22, 2019\n    ']",['\n    Pitcher\n  \n'],['Tampa Bay Rays']
Taylor Clarke,/players/c/clarkta01.shtml,"['May 13', '1993']","['\n    April 20, 2019\n    ']",['\n    Pitcher\n  \n'],['Milwaukee Brewers']
Emmanuel Clase,/players/c/claseem01.shtml,"['March 18', '1998']","['\n    August 4, 2019\n    ']",['\n    Pitcher\n  \n'],['Cleveland Guardians']
Alex Claudio,/players/c/claudal01.shtml,"['January 31', '1992']","['\n    August 13, 2014\n    ']",['\n    Pitcher\n  \n'],[]
Garrett Cleavinger,/players/c/cleavga01.shtml,"['April 23', '1994']","['\n    September 17, 2020\n    ']",['\n    Pitcher\n  \n'],['Tampa Bay Rays']
Kody Clemens,/players/c/clemeko01.shtml,"['May 15', '1996']","['\n    May 31, 2022\n    ']","['\n    First Baseman, Third Baseman and Pitcher\n  \n']",['Philadelphia Phillies']
Ernie Clement,/players/c/clemeer01.shtml,"['March 22', '1996']","['\n    June 13, 2021\n    ']","['\n    Third Baseman, Second Baseman and Shortstop\n  \n']",['Toronto Blue Jays']
Mike Clevinger,/players/c/clevimi01.shtml,"['December 21', '1990']","['\n    May 18, 2016\n    ']",['\n    Pitcher\n  \n'],['Chicago White Sox']
Alex Cobb,/players/c/cobbal01.shtml,"['October 7', '1987']","['\n    May 1, 2011\n    ']",['\n    Pitcher\n  \n'],['San Francisco Giants']
Oscar Colás,/players/c/colasos01.shtml,"['September 17', '1998']","['\n    March 30, 2023\n    ']",['\n    Rightfielder\n  \n'],['Chicago White Sox']
Gerrit Cole,/players/c/colege01.shtml,"['September 8', '1990']","['\n    June 11, 2013\n    ']",['\n    Pitcher\n  \n'],['New York Yankees']
Dylan Coleman,/players/c/colemdy01.shtml,"['September 16', '1996']","['\n    September 21, 2021\n    ']",['\n    Pitcher\n  \n'],['Houston Astros']
Michael Conforto,/players/c/confomi01.shtml,"['March 1', '1993']","['\n    July 24, 2015\n    ']",['\n    Outfielder\n  \n'],['San Francisco Giants']
Mark Contreras,/players/c/contrma01.shtml,"['January 24', '1995']","['\n    May 11, 2022\n    ']",['\n    Outfielder\n  \n'],['Boston Red Sox']
Roansy Contreras,/players/c/contrro01.shtml,"['November 7', '1999']","['\n    September 29, 2021\n    ']",['\n    Pitcher\n  \n'],['Pittsburgh Pirates']
William Contreras,/players/c/contrwi02.shtml,"['December 24', '1997']","['\n    July 24, 2020\n    ']",['\n    Catcher\n  \n'],['Milwaukee Brewers']
Willson Contreras,/players/c/contrwi01.shtml,"['May 13', '1992']","['\n    June 17, 2016\n    ']",['\n    Catcher and Leftfielder\n  \n'],['St. Louis Cardinals']
Garrett Cooper,/players/c/coopega03.shtml,"['December 25', '1990']","['\n    July 14, 2017\n    ']",['\n    First Baseman and Rightfielder\n  \n'],['Chicago Cubs']
Patrick Corbin,/players/c/corbipa01.shtml,"['July 19', '1989']","['\n    April 30, 2012\n    ']",['\n    Pitcher\n  \n'],['Washington Nationals']
Carlos Correa,/players/c/correca01.shtml,"['September 22', '1994']","['\n    June 8, 2015\n    ']",['\n    Shortstop\n  \n'],"['Minnesota Twins', '@TeamCJCorrea', 'TeamCJCorrea']"
Nestor Cortes,/players/c/cortene01.shtml,"['December 10', '1994']","['\n    March 31, 2018\n    ']",['\n    Pitcher\n  \n'],['New York Yankees']
Tom Cosgrove,/players/c/cosgrto01.shtml,"['June 14', '1996']","['\n    April 29, 2023\n    ']",['\n    Pitcher\n  \n'],['San Diego Padres']
Danny Coulombe,/players/c/couloda01.shtml,"['October 26', '1989']","['\n    September 16, 2014\n    ']",['\n    Pitcher\n  \n'],['Baltimore Orioles']
